Date,PropertyStatus,SellingPrice,MonthlyRentPrice,CostPrice,PropertyType,SalesPersonID,Location,AgentName,CommissionRate,CommissionEarned,ClientID,PropertyID,MarketingChannel,FeedbackRating,LeadSource,FinancingType,PropertyCondition
2021-08-31,Sale,12318957.0,,14423299,Apartment,5,Chennai,Agent 2,3.44,224756.03,7725,15636,Email marketing,2,Direct Inquiry,Down Payment Plan,Needs Repair
2021-08-06,Sale,15664927.0,,11946824,House,3,Hyderabad,Agent 9,2.58,174866.86,7665,11997,Online platforms,3,Advertisement,Cash,New
2022-03-05,Rent,,16766.0,12371275,Condo,9,Chennai,Agent 6,2.71,97366.75,45446,9265,Online platforms,3,Social Media,Down Payment Plan,Good
2023-05-07,Sale,8191390.0,,14337684,House,4,Delhi,Agent 6,3.25,173907.0,25459,27410,Print advertising,1,Referral,Cash,New
2020-03-04,Sale,16152324.0,,14186184,Commercial,2,Mumbai,Agent 7,4.31,50007.34,25147,27725,Email marketing,1,Social Media,Down Payment Plan,Needs Repair
2020-07-31,Sale,18543570.0,,4342290,House,1,Delhi,Agent 1,3.37,230938.5,31895,41649,Online platforms,5,Advertisement,Flexi Payment Plan,Good
2023-07-28,Sale,10014890.0,,13935598,Apartment,10,Delhi,Agent 7,2.82,58267.24,45445,42288,Digital ads,4,Referral,CLP,New
2020-06-22,Sale,17368679.0,,9973131,Condo,6,Chennai,Agent 6,4.75,163357.27,36367,10936,Online platforms,5,Referral,Down Payment Plan,Needs Repair
2023-03-02,Rent,,32768.0,14668317,Commercial,8,Chennai,Agent 8,2.52,225321.37,18930,9195,Online platforms,4,Advertisement,Cash,Needs Repair
2020-08-04,Rent,,28666.0,9977748,House,6,Bangalore,Agent 5,4.29,208071.33,20617,29557,Print advertising,4,Social Media,CLP,New
2019-06-16,Sale,15483234.0,,11365502,Commercial,7,Bangalore,Agent 5,2.67,65465.49,23530,629,Email marketing,4,Referral,Cash,Needs Repair
2023-02-14,Rent,,12788.0,5640390,Commercial,7,Mumbai,Agent 8,4.01,216515.66,8948,12788,Online platforms,1,Social Media,Cash,Good
2022-04-07,Sale,18890477.0,,5293725,Commercial,1,Delhi,Agent 5,3.63,274509.22,36804,42800,Digital ads,5,Advertisement,Cash,Needs Repair
2023-03-18,Sale,6445950.0,,14218800,Condo,3,Hyderabad,Agent 2,3.71,181831.64,44873,32226,Print advertising,2,Referral,Flexi Payment Plan,Needs Repair
2022-07-15,Sale,10485646.0,,4259754,Condo,5,Hyderabad,Agent 10,2.93,147924.23,46540,29089,Email marketing,4,Social Media,Cash,Needs Repair
2023-02-27,Rent,,47144.0,8827633,Commercial,6,Chennai,Agent 10,2.58,289866.26,10962,5418,Email marketing,4,Advertisement,Cash,Good
2023-10-23,Rent,,14066.0,10008280,Apartment,1,Chennai,Agent 4,2.65,106229.98,2023,49877,Email marketing,3,Direct Inquiry,Cash,Needs Repair
2020-11-16,Rent,,36802.0,12922174,Apartment,8,Bangalore,Agent 1,2.91,154530.66,19143,2143,Print advertising,5,Social Media,CLP,Good
2021-05-03,Rent,,19327.0,12063463,Apartment,6,Mumbai,Agent 3,4.3,152559.47,14736,35233,Print advertising,4,Advertisement,Down Payment Plan,New
2021-06-15,Rent,,42611.0,13810466,Apartment,5,Bangalore,Agent 4,3.31,187558.97,11024,29972,Print advertising,1,Referral,Cash,New
2023-10-24,Rent,,37219.0,6763392,House,9,Hyderabad,Agent 8,3.71,86410.24,48662,32461,Email marketing,1,Referral,CLP,Good
2023-09-04,Sale,16505886.0,,11508012,Commercial,10,Delhi,Agent 4,3.47,139871.07,33477,7420,Online platforms,2,Advertisement,Flexi Payment Plan,Good
2023-11-15,Rent,,19873.0,11256081,House,6,Hyderabad,Agent 1,3.36,176444.99,7485,17557,Online platforms,1,Referral,CLP,New
2023-08-15,Rent,,25422.0,11774560,Condo,5,Chennai,Agent 8,4.33,87268.41,24043,35524,Online platforms,1,Referral,Cash,Good
2019-05-10,Sale,18846728.0,,13738948,House,8,Hyderabad,Agent 8,4.06,197873.57,49808,47120,Print advertising,5,Advertisement,Flexi Payment Plan,Good
2022-10-03,Sale,7398551.0,,9936364,Commercial,4,Bangalore,Agent 8,5.0,269062.08,35806,14323,Online platforms,3,Advertisement,Cash,Good
2022-08-13,Rent,,32648.0,9381545,Commercial,4,Bangalore,Agent 6,4.74,249296.34,6712,48234,Digital ads,1,Advertisement,Flexi Payment Plan,Needs Repair
2021-02-08,Sale,9420227.0,,6333132,Commercial,1,Mumbai,Agent 7,3.06,186112.54,19511,2113,Email marketing,4,Referral,Down Payment Plan,Needs Repair
2022-10-29,Sale,8793071.0,,9047334,Commercial,9,Mumbai,Agent 2,3.51,278236.17,17224,22845,Online platforms,5,Referral,Flexi Payment Plan,Good
2019-09-28,Sale,9734215.0,,4406436,House,6,Delhi,Agent 3,4.53,144971.36,28775,7694,Email marketing,2,Referral,Cash,New
2021-01-06,Rent,,26891.0,5859635,Condo,6,Hyderabad,Agent 5,4.22,63104.29,13755,48341,Print advertising,4,Direct Inquiry,Down Payment Plan,Needs Repair
2021-12-25,Rent,,26578.0,8495705,Apartment,6,Hyderabad,Agent 4,3.79,121220.78,46580,39995,Email marketing,4,Advertisement,Flexi Payment Plan,Needs Repair
2022-08-23,Sale,11493430.0,,14652426,Condo,5,Delhi,Agent 6,4.54,133724.52,10878,40381,Email marketing,1,Social Media,CLP,Good
2020-03-08,Sale,12483141.0,,9444385,Commercial,4,Bangalore,Agent 7,4.46,135827.41,13542,13563,Digital ads,4,Referral,Down Payment Plan,Good
2019-07-04,Rent,,28724.0,12034336,Condo,1,Delhi,Agent 4,3.36,243624.43,37361,22992,Digital ads,4,Advertisement,Cash,New
2023-07-12,Rent,,41500.0,4527429,Commercial,2,Chennai,Agent 4,4.44,125579.83,18422,39116,Print advertising,1,Referral,CLP,Good
2023-08-01,Sale,8529938.0,,8273325,Commercial,2,Chennai,Agent 1,3.2,169677.72,11035,21211,Online platforms,3,Direct Inquiry,Cash,Needs Repair
2021-06-28,Sale,15669285.0,,13956938,House,1,Delhi,Agent 7,4.02,201895.99,18962,37535,Email marketing,1,Referral,Flexi Payment Plan,Needs Repair
2021-04-10,Sale,7853808.0,,3184825,Commercial,8,Mumbai,Agent 9,4.11,52369.99,33713,44519,Email marketing,3,Advertisement,CLP,Good
2019-10-23,Rent,,20523.0,8970570,Commercial,8,Delhi,Agent 8,3.97,281455.72,8886,49159,Online platforms,2,Social Media,CLP,Needs Repair
2022-07-02,Sale,5257851.0,,8219706,Condo,9,Mumbai,Agent 5,2.56,124134.63,3886,18175,Email marketing,3,Social Media,Cash,Needs Repair
2020-01-30,Sale,19207012.0,,8647791,Apartment,4,Bangalore,Agent 6,3.72,180051.92,45969,8697,Email marketing,2,Advertisement,Cash,Good
2021-02-14,Rent,,12881.0,6724552,Commercial,8,Delhi,Agent 8,4.39,276793.92,9585,46622,Online platforms,1,Social Media,CLP,Needs Repair
2021-09-27,Rent,,49231.0,5996108,House,3,Chennai,Agent 2,2.97,188096.61,16224,49904,Online platforms,3,Social Media,Cash,New
2022-05-05,Rent,,47173.0,3105509,Condo,1,Bangalore,Agent 6,4.39,292991.87,32078,9318,Digital ads,4,Referral,Down Payment Plan,Needs Repair
2023-11-29,Sale,12910873.0,,7455793,Commercial,7,Hyderabad,Agent 4,4.86,122482.58,41446,17611,Print advertising,1,Direct Inquiry,Flexi Payment Plan,Good
2022-07-10,Sale,19585934.0,,14256022,House,5,Bangalore,Agent 9,4.14,228810.41,24588,29622,Digital ads,4,Direct Inquiry,Cash,Needs Repair
2019-08-23,Rent,,44167.0,7912493,Apartment,1,Delhi,Agent 8,2.72,108911.37,41526,6102,Email marketing,3,Advertisement,Flexi Payment Plan,New
2022-06-05,Rent,,27998.0,8124773,Apartment,4,Mumbai,Agent 1,2.57,208275.67,33792,49140,Email marketing,2,Referral,Down Payment Plan,Good
2021-05-14,Rent,,27273.0,14863735,Apartment,7,Delhi,Agent 10,4.7,243099.04,45529,24188,Online platforms,1,Social Media,Down Payment Plan,New
2022-11-13,Sale,6571393.0,,12032648,Apartment,8,Delhi,Agent 9,4.35,104719.95,31985,21450,Digital ads,2,Advertisement,Cash,Needs Repair
2023-12-14,Sale,13002816.0,,12065849,Commercial,8,Delhi,Agent 3,4.23,134651.6,163,48020,Print advertising,4,Advertisement,Cash,Needs Repair
2019-10-17,Sale,11372373.0,,7461366,Apartment,7,Hyderabad,Agent 1,3.57,140748.73,47903,30045,Print advertising,1,Social Media,Cash,Needs Repair
2022-01-17,Rent,,10949.0,10890775,Condo,6,Chennai,Agent 5,3.68,122332.11,4151,35025,Digital ads,4,Social Media,CLP,Good
2022-05-20,Rent,,20075.0,13437365,Commercial,1,Mumbai,Agent 10,4.05,211318.87,14276,28158,Email marketing,1,Referral,CLP,Needs Repair
2020-10-20,Sale,10246993.0,,8697750,Condo,5,Hyderabad,Agent 9,3.56,169834.5,32422,17599,Print advertising,4,Social Media,CLP,Good
2021-09-30,Sale,5391605.0,,10103585,Condo,6,Bangalore,Agent 6,3.77,241256.69,18586,22136,Email marketing,3,Direct Inquiry,Cash,Needs Repair
2023-08-28,Sale,9023727.0,,12398383,Commercial,6,Delhi,Agent 7,2.62,75901.5,37876,8559,Digital ads,2,Advertisement,Flexi Payment Plan,Good
2023-10-25,Rent,,30137.0,14601057,Apartment,6,Mumbai,Agent 4,4.53,165038.99,31808,22528,Email marketing,3,Direct Inquiry,Down Payment Plan,Needs Repair
2019-05-31,Sale,17707059.0,,11408110,House,3,Delhi,Agent 5,3.95,136810.65,3011,6526,Digital ads,3,Social Media,Flexi Payment Plan,Good
2022-11-28,Rent,,36450.0,13289455,Apartment,9,Delhi,Agent 2,4.22,172684.02,1068,8143,Online platforms,2,Advertisement,Flexi Payment Plan,Needs Repair
2020-05-05,Sale,9554646.0,,4685100,Apartment,6,Mumbai,Agent 4,3.2,229952.48,28921,29919,Online platforms,1,Referral,Down Payment Plan,Needs Repair
2019-01-03,Sale,13506229.0,,3927777,House,6,Bangalore,Agent 7,2.78,110408.28,28037,13260,Email marketing,4,Advertisement,Cash,Needs Repair
2020-02-14,Sale,14529199.0,,9287860,Condo,6,Mumbai,Agent 6,4.96,172926.18,42599,19784,Digital ads,4,Direct Inquiry,Flexi Payment Plan,Good
2020-05-08,Sale,19169787.0,,9004580,House,5,Chennai,Agent 4,4.14,103697.41,17959,6118,Online platforms,2,Direct Inquiry,Cash,Good
2022-01-24,Rent,,46575.0,11562923,House,9,Chennai,Agent 6,3.66,63319.0,16410,5402,Online platforms,3,Advertisement,CLP,Needs Repair
2022-03-01,Rent,,39689.0,4433506,Condo,4,Hyderabad,Agent 1,3.74,288902.24,43550,42528,Print advertising,4,Direct Inquiry,Flexi Payment Plan,New
2020-05-29,Sale,14174917.0,,10341087,Apartment,6,Chennai,Agent 2,4.58,272403.55,3394,25975,Email marketing,2,Social Media,Flexi Payment Plan,Good
2021-08-07,Sale,15554627.0,,11029195,Commercial,5,Mumbai,Agent 2,4.65,221456.78,47579,45839,Print advertising,4,Advertisement,Down Payment Plan,New
2020-12-28,Rent,,29783.0,13762983,Apartment,9,Mumbai,Agent 2,4.77,69257.87,42958,5977,Email marketing,3,Social Media,Down Payment Plan,Needs Repair
2019-10-23,Sale,14091081.0,,12830686,Apartment,1,Delhi,Agent 4,3.11,146734.49,72,13987,Print advertising,4,Advertisement,Cash,New
2023-01-21,Rent,,43326.0,11786719,Condo,3,Mumbai,Agent 7,3.4,265577.48,5108,38908,Print advertising,5,Direct Inquiry,Down Payment Plan,New
2020-12-03,Sale,8236533.0,,14156047,Commercial,9,Mumbai,Agent 7,3.33,298782.58,34043,44564,Print advertising,1,Advertisement,Down Payment Plan,Good
2022-10-14,Sale,19888425.0,,10334601,House,8,Chennai,Agent 3,4.24,226671.78,609,529,Digital ads,1,Social Media,Cash,New
2021-12-03,Rent,,30241.0,7875059,Apartment,10,Bangalore,Agent 6,4.96,157357.28,7904,27677,Digital ads,4,Referral,Down Payment Plan,New
2020-02-15,Sale,5145421.0,,11103197,House,9,Mumbai,Agent 6,3.7,115121.65,31307,4642,Print advertising,5,Social Media,Cash,New
2020-12-12,Rent,,34621.0,10245207,House,7,Bangalore,Agent 2,4.36,108474.11,25105,5855,Email marketing,3,Social Media,Cash,Needs Repair
2019-11-15,Rent,,17399.0,11063536,Commercial,5,Delhi,Agent 3,4.65,295379.36,6764,20536,Online platforms,5,Social Media,Down Payment Plan,New
2022-02-15,Rent,,39861.0,5992730,Condo,9,Delhi,Agent 7,3.93,195572.03,19612,8987,Online platforms,5,Advertisement,CLP,Needs Repair
2022-04-04,Sale,10332357.0,,11257564,House,1,Chennai,Agent 3,3.7,75670.87,49359,8726,Email marketing,2,Social Media,Flexi Payment Plan,New
2020-03-19,Rent,,28023.0,3786908,Condo,8,Mumbai,Agent 2,4.56,219518.36,4484,34768,Online platforms,5,Social Media,Flexi Payment Plan,Good
2023-10-17,Rent,,23451.0,10940331,Condo,10,Bangalore,Agent 4,4.95,207988.33,556,39998,Print advertising,4,Direct Inquiry,CLP,Needs Repair
2020-05-24,Rent,,40265.0,7523107,Commercial,5,Chennai,Agent 1,2.93,177203.73,28843,23016,Email marketing,4,Referral,Down Payment Plan,Needs Repair
2020-10-23,Rent,,24468.0,3643544,Apartment,3,Chennai,Agent 1,3.49,160042.69,41162,49039,Digital ads,1,Referral,Cash,Needs Repair
2020-04-15,Sale,9698943.0,,13767166,Apartment,7,Hyderabad,Agent 10,4.87,99561.02,26982,40376,Email marketing,1,Advertisement,CLP,Needs Repair
2022-10-06,Rent,,48623.0,5941962,House,8,Hyderabad,Agent 1,4.28,74029.3,14238,5682,Digital ads,1,Referral,Flexi Payment Plan,New
2019-11-09,Sale,13621851.0,,7930441,House,8,Bangalore,Agent 6,2.74,219237.72,9176,49313,Print advertising,4,Social Media,Down Payment Plan,New
2020-01-18,Sale,5060565.0,,9677650,Commercial,7,Mumbai,Agent 7,3.57,115468.95,38639,47842,Print advertising,3,Advertisement,Flexi Payment Plan,Needs Repair
2022-04-08,Sale,10460704.0,,5645269,Apartment,6,Bangalore,Agent 5,2.87,91259.75,28141,20612,Print advertising,2,Direct Inquiry,Cash,Needs Repair
2020-03-10,Rent,,33580.0,5812918,Commercial,1,Bangalore,Agent 6,2.87,278781.56,16239,18152,Digital ads,1,Social Media,Down Payment Plan,Needs Repair
2019-09-19,Rent,,26885.0,8834670,Commercial,2,Delhi,Agent 10,4.59,120972.03,16264,36268,Online platforms,2,Direct Inquiry,Flexi Payment Plan,Good
2021-06-04,Sale,13250651.0,,6040961,Apartment,7,Chennai,Agent 8,2.58,75400.59,45252,1758,Email marketing,2,Social Media,Cash,Needs Repair
2021-07-26,Rent,,19419.0,14600059,Commercial,2,Mumbai,Agent 10,3.23,158414.45,13465,33932,Email marketing,1,Advertisement,Down Payment Plan,New
2023-05-03,Rent,,38182.0,4177578,Commercial,8,Hyderabad,Agent 7,2.74,287291.14,49011,25674,Email marketing,4,Social Media,Flexi Payment Plan,New
2021-07-07,Sale,16002530.0,,12652531,Condo,8,Bangalore,Agent 8,4.95,192392.39,42348,3577,Online platforms,4,Referral,Flexi Payment Plan,New
2021-01-13,Sale,6958980.0,,5858490,Condo,5,Hyderabad,Agent 8,4.52,74150.4,32433,25290,Email marketing,2,Referral,Flexi Payment Plan,Needs Repair
2019-12-17,Sale,16980782.0,,3098589,Condo,8,Hyderabad,Agent 10,3.26,109194.35,15800,32741,Online platforms,3,Social Media,Cash,Good
2019-08-09,Sale,19099763.0,,5734887,Apartment,3,Bangalore,Agent 1,2.85,184319.87,34622,791,Online platforms,1,Direct Inquiry,Cash,Good
2022-01-26,Rent,,25107.0,10932185,Apartment,10,Hyderabad,Agent 4,3.36,68761.11,20741,8650,Email marketing,2,Referral,Down Payment Plan,New
2022-04-16,Sale,14595626.0,,5668726,Condo,5,Delhi,Agent 1,3.52,179206.09,37250,27582,Print advertising,1,Social Media,Cash,New
2022-02-09,Rent,,43593.0,8429693,Commercial,9,Delhi,Agent 8,2.6,213066.48,35807,44758,Digital ads,2,Referral,Down Payment Plan,Good
2020-06-20,Sale,18092387.0,,14087928,Commercial,6,Chennai,Agent 2,2.85,182897.81,30869,4784,Email marketing,5,Social Media,CLP,Good
2019-02-21,Rent,,19653.0,6655555,House,2,Bangalore,Agent 2,3.46,219997.76,38494,4426,Online platforms,5,Social Media,Down Payment Plan,Needs Repair
2019-02-12,Rent,,21629.0,5162742,Commercial,2,Bangalore,Agent 2,3.44,79259.28,17183,14139,Email marketing,5,Advertisement,Cash,Good
2019-05-04,Rent,,26419.0,9179710,Condo,8,Chennai,Agent 10,3.26,271713.87,3963,26082,Print advertising,3,Social Media,CLP,Good
2023-04-23,Rent,,19953.0,5717473,Condo,6,Chennai,Agent 1,4.01,129406.82,18776,41195,Print advertising,3,Referral,Down Payment Plan,Needs Repair
2023-04-06,Sale,10827091.0,,6782271,Apartment,4,Chennai,Agent 10,3.62,286344.55,27226,45994,Email marketing,4,Advertisement,Down Payment Plan,Good
2022-06-03,Sale,18818091.0,,8190471,Commercial,6,Bangalore,Agent 7,3.96,213060.45,41979,35236,Print advertising,2,Referral,CLP,Needs Repair
2020-04-19,Sale,12750978.0,,3436617,Condo,2,Mumbai,Agent 6,4.7,214013.3,18185,5479,Print advertising,1,Referral,Flexi Payment Plan,New
2021-08-20,Rent,,44512.0,5178920,Apartment,7,Bangalore,Agent 4,4.86,248786.38,33509,13317,Email marketing,3,Referral,Down Payment Plan,Needs Repair
2020-04-27,Rent,,13518.0,14818093,House,7,Chennai,Agent 7,3.26,247864.72,35153,21414,Online platforms,3,Advertisement,CLP,Good
2022-04-28,Sale,11086224.0,,11485325,Commercial,6,Delhi,Agent 4,4.99,268676.93,38433,41570,Email marketing,4,Social Media,Cash,Needs Repair
2019-07-25,Sale,12671197.0,,10894882,Apartment,1,Delhi,Agent 7,4.52,232333.69,20328,45789,Email marketing,2,Advertisement,Down Payment Plan,New
2022-09-21,Sale,14106864.0,,5291823,Condo,1,Bangalore,Agent 9,4.87,51645.18,47839,15640,Digital ads,5,Advertisement,CLP,New
2019-06-29,Rent,,14083.0,6375226,Condo,9,Chennai,Agent 1,2.74,273701.29,16023,28475,Online platforms,3,Direct Inquiry,Cash,Good
2019-12-27,Rent,,12155.0,8506772,Apartment,9,Mumbai,Agent 6,4.45,85405.25,29713,40128,Email marketing,2,Direct Inquiry,Cash,Good
2019-06-20,Sale,6108861.0,,10902892,Apartment,10,Bangalore,Agent 5,4.35,187904.61,43653,48608,Email marketing,3,Referral,Down Payment Plan,Needs Repair
2020-06-29,Sale,18320888.0,,12734917,Apartment,4,Bangalore,Agent 9,4.68,171261.38,7828,831,Digital ads,2,Advertisement,Flexi Payment Plan,New
2020-03-02,Rent,,46037.0,9712468,Commercial,10,Delhi,Agent 8,4.33,119615.76,45974,744,Print advertising,1,Referral,CLP,Needs Repair
2020-05-24,Sale,19731051.0,,4102480,Commercial,10,Bangalore,Agent 1,4.63,117607.38,32533,22722,Email marketing,3,Direct Inquiry,CLP,Needs Repair
2023-06-13,Sale,14220534.0,,5786593,Condo,4,Bangalore,Agent 2,2.52,215484.68,33897,47237,Online platforms,1,Social Media,CLP,Needs Repair
2021-03-16,Rent,,37525.0,10682650,Condo,2,Delhi,Agent 4,4.67,201221.3,10943,24371,Email marketing,1,Advertisement,CLP,New
2020-01-30,Sale,10696236.0,,4387076,House,6,Hyderabad,Agent 10,3.52,107543.85,49138,17614,Online platforms,4,Referral,CLP,Good
2020-01-02,Rent,,32198.0,12338692,Commercial,5,Chennai,Agent 5,2.58,177944.38,1924,21956,Online platforms,2,Direct Inquiry,Cash,Good
2022-08-26,Sale,18565138.0,,14353711,House,1,Delhi,Agent 6,4.34,97758.8,17825,34332,Email marketing,3,Direct Inquiry,Down Payment Plan,Needs Repair
2019-07-18,Sale,19938760.0,,13506668,Apartment,10,Hyderabad,Agent 4,4.51,159458.11,17233,46683,Digital ads,5,Advertisement,Flexi Payment Plan,Needs Repair
2023-11-27,Sale,16804287.0,,7547893,Condo,1,Hyderabad,Agent 9,3.67,288837.85,41126,5051,Email marketing,3,Direct Inquiry,Cash,New
2023-03-22,Sale,14149219.0,,7551395,Apartment,4,Hyderabad,Agent 10,3.18,167328.69,29832,33475,Email marketing,2,Advertisement,CLP,Needs Repair
2022-01-23,Sale,13406992.0,,7003681,Apartment,5,Delhi,Agent 2,2.58,68288.59,3634,32743,Online platforms,4,Social Media,Down Payment Plan,Needs Repair
2023-10-28,Rent,,12973.0,8687443,Condo,1,Chennai,Agent 8,3.48,272121.4,10937,24097,Email marketing,4,Direct Inquiry,Flexi Payment Plan,New
2020-05-03,Rent,,49581.0,11595099,House,9,Chennai,Agent 7,5.0,228644.41,16720,6744,Digital ads,1,Direct Inquiry,Down Payment Plan,Good
2023-11-19,Sale,8920057.0,,6775311,Condo,8,Mumbai,Agent 1,3.38,89954.1,44180,47369,Print advertising,5,Referral,Down Payment Plan,Good
2019-12-25,Sale,10445804.0,,14810133,Condo,8,Chennai,Agent 8,3.74,68294.49,14969,48548,Digital ads,3,Social Media,Cash,Needs Repair
2023-04-30,Rent,,16660.0,10409729,Condo,2,Mumbai,Agent 6,3.88,255402.15,169,2887,Online platforms,5,Referral,Cash,Needs Repair
2019-02-08,Rent,,14032.0,9694122,Commercial,4,Bangalore,Agent 4,4.05,283879.01,16027,3014,Digital ads,5,Social Media,Cash,Good
2023-01-05,Rent,,18365.0,3185209,Commercial,10,Hyderabad,Agent 4,2.6,121676.67,23854,9836,Print advertising,5,Direct Inquiry,Down Payment Plan,Good
2020-07-10,Rent,,42111.0,7731297,Apartment,2,Delhi,Agent 1,4.25,66942.08,2318,36233,Digital ads,1,Direct Inquiry,CLP,Good
2022-07-26,Rent,,39434.0,7711726,Commercial,7,Hyderabad,Agent 4,3.9,264783.42,14714,21090,Online platforms,2,Referral,Cash,New
2021-02-10,Rent,,37057.0,6296535,Commercial,1,Mumbai,Agent 7,3.52,221519.59,27280,47205,Digital ads,1,Advertisement,CLP,Good
2021-09-21,Rent,,10911.0,8885772,Condo,10,Chennai,Agent 1,3.87,177331.06,17778,5105,Digital ads,4,Social Media,CLP,Needs Repair
2023-11-11,Sale,10464190.0,,14185581,Condo,6,Chennai,Agent 1,4.25,237508.72,24433,7826,Print advertising,1,Advertisement,Flexi Payment Plan,Good
2023-04-09,Rent,,21129.0,12008471,Commercial,4,Bangalore,Agent 5,4.06,220787.74,44128,3452,Email marketing,2,Advertisement,Flexi Payment Plan,New
2020-07-11,Rent,,37300.0,3818001,House,4,Delhi,Agent 1,2.93,124912.85,14627,33802,Digital ads,4,Referral,Down Payment Plan,Good
2019-05-23,Rent,,44864.0,3808553,Commercial,10,Mumbai,Agent 6,4.42,114210.45,26276,4518,Email marketing,3,Direct Inquiry,Down Payment Plan,New
2022-12-15,Sale,8976258.0,,8281328,House,9,Mumbai,Agent 7,4.6,219744.54,18502,20362,Online platforms,3,Advertisement,Flexi Payment Plan,Needs Repair
2021-10-13,Rent,,25885.0,6904945,House,9,Hyderabad,Agent 5,3.26,253434.83,5662,36248,Online platforms,5,Referral,Cash,Needs Repair
2022-11-20,Sale,10563964.0,,12780122,Apartment,5,Hyderabad,Agent 1,4.39,277588.49,523,24178,Online platforms,5,Referral,Flexi Payment Plan,Needs Repair
2020-09-15,Rent,,40140.0,9581204,Condo,5,Bangalore,Agent 1,4.48,255120.17,19110,36950,Online platforms,3,Social Media,CLP,Needs Repair
2021-08-02,Rent,,24424.0,14842941,House,8,Bangalore,Agent 8,3.43,109946.17,48469,40811,Digital ads,1,Social Media,Down Payment Plan,Needs Repair
2021-01-23,Rent,,10512.0,4913659,Commercial,5,Bangalore,Agent 1,2.71,169280.35,30404,24136,Print advertising,4,Social Media,CLP,Good
2023-03-13,Sale,12344482.0,,4618977,Apartment,2,Delhi,Agent 9,4.35,290290.95,12808,48003,Online platforms,4,Advertisement,Cash,Good
2023-08-26,Rent,,44783.0,5813420,Condo,8,Chennai,Agent 1,3.1,61732.86,49839,16065,Email marketing,1,Social Media,Cash,Good
